0 	0
0.0157 	0.0156994
0.0314 	0.0313948
0.0471 	0.0470826
0.0628 	0.0627587
0.0785 	0.0784194
0.0942 	0.0940608
0.1099 	0.109679
0.1256 	0.12527
0.1413 	0.14083
0.157 	0.156356
0.1727 	0.171843
0.1884 	0.187287
0.2041 	0.202686
0.2198 	0.218034
0.2355 	0.233329
0.2512 	0.248566
0.2669 	0.263743
0.2826 	0.278853
0.2983 	0.293896
0.314 	0.308866
0.3297 	0.323759
0.3454 	0.338573
0.3611 	0.353304
0.3768 	0.367947
0.3925 	0.3825
0.4082 	0.396958
0.4239 	0.411318
0.4396 	0.425578
0.4553 	0.439732
0.471 	0.453778
0.4867 	0.467712
0.5024 	0.48153
0.5181 	0.49523
0.5338 	0.508808
0.5495 	0.522261
0.5652 	0.535585
0.5809 	0.548777
0.5966 	0.561833
0.6123 	0.574751
0.628 	0.587528
0.6437 	0.600159
0.6594 	0.612643
0.6751 	0.624975
0.6908 	0.637154
0.7065 	0.649176
0.7222 	0.661037
0.7379 	0.672736
0.7536 	0.684268
0.7693 	0.695633
0.785 	0.706825
0.8007 	0.717844
0.8164 	0.728685
0.8321 	0.739347
0.8478 	0.749827
0.8635 	0.760121
0.8792 	0.770229
0.8949 	0.780147
0.9106 	0.789872
0.9263 	0.799402
0.942 	0.808736
0.9577 	0.81787
0.9734 	0.826803
0.9891 	0.835532
1.0048 	0.844055
1.0205 	0.85237
1.0362 	0.860474
1.0519 	0.868367
1.0676 	0.876046
1.0833 	0.883508
1.099 	0.890753
1.1147 	0.897779
1.1304 	0.904583
1.1461 	0.911164
1.1618 	0.91752
1.1775 	0.923651
1.1932 	0.929554
1.2089 	0.935227
1.2246 	0.94067
1.2403 	0.945881
1.256 	0.950859
1.2717 	0.955603
1.2874 	0.960111
1.3031 	0.964383
1.3188 	0.968417
1.3345 	0.972212
1.3502 	0.975767
1.3659 	0.979082
1.3816 	0.982156
1.3973 	0.984987
1.413 	0.987576
1.4287 	0.989921
1.4444 	0.992023
1.4601 	0.993879
1.4758 	0.995491
1.4915 	0.996858
1.5072 	0.997978
1.5229 	0.998853
1.5386 	0.999482
1.5543 	0.999864
