0.679708	0.140805
0.921567	0.114483
0.175787	0.136799
0.916807	0.767764
0.445296	0.760804
0.00506607	0.690029
0.871029	0.154236
0.49263	0.336437
0.951659	0.538028
0.555803	0.286001
0.471206	0.737076
0.017243	0.649891
0.733055	0.322853
0.702048	0.698504
0.0145573	0.674544
0.779839	0.205905
0.899014	0.460011
6.1037e-005	0.224189
0.640034	0.289828
0.225745	0.578628
0.216407	0.581427
0.172246	0.211477
0.231727	0.654462
0.757653	0.189598
0.316568	0.766557
0.970397	0.356751
0.188543	0.804127
0.661031	0.385564
0.027131	0.704256
0.163915	0.416868
0.318766	0.529399
0.155187	0.261246
0.829279	0.221929
0.653371	0.764708
0.859371	0.326448
0.568865	0.423211
0.439558	0.3407
0.708457	0.104647
0.620808	0.190676
0.641102	0.547427
0.517106	0.649044
0.331431	0.445913
0.256355	0.61928
0.946989	0.828883
0.49556	0.56833
0.745445	0.820973
0.656789	0.773798
0.448439	0.591263
0.540117	0.302719
0.00766015	0.786305
0.469771	0.534458
0.170019	0.788231
0.629627	0.632172
0.747734	0.241523
0.74453	0.556158
0.999725	0.299073
0.763482	0.706721
0.0308237	0.616121
0.701193	0.325729
0.614643	0.323443
0.293802	0.57434
0.346263	0.691519
0.625599	0.111196
0.531907	0.0456339
0.382397	0.0271184
0.720481	0.522542
0.888516	0.0709803
0.284371	0.398481
0.582751	0.497838
0.955351	0.835996
0.0904263	0.730501
0.721427	0.779294
0.547166	0.750789
0.991699	0.430402
0.330943	0.618895
0.434736	0.499764
0.858669	0.671591
0.39732	0.833993
0.60332	0.321723
0.309153	0.761215
0.988159	0.534304
0.980468	0.54889
0.314035	0.328245
0.198248	0.424367
0.376354	0.79424
0.527848	0.760778
0.927366	0.245529
0.725394	0.71951
0.640858	0.723927
0.668294	0.635151
0.734733	0.221929
0.209296	0.385127
0.90817	0.09928
0.860744	0.712859
0.749443	0.371851
0.714988	0.588464
0.27073	0.570436
0.507584	0.0996138
0.726157	0.726316
0.229316	0.27442
0.36903	0.826315
0.19303	0.0719562
0.305307	0.0266818
0.962096	0.455183
0.0984527	0.700276
0.0462661	0.635587
0.282846	0.0932708
0.771599	0.610831
0.441511	0.752663
0.229926	0.134385
0.00457778	0.621668
0.715445	0.664863
0.424726	0.696218
0.553117	0.433945
0.885769	0.395939
0.726432	0.119799
0.20069	0.0305595
0.209906	0.00896242
